Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments
Post_1077,TikTok,#Fitness,Video,Brazil,1026460,195036,70291,35850
Post_1079,Twitter,#Challenge,Video,Brazil,3216923,205624,63081,49107
Post_1082,Instagram,#Music,Live Stream,Brazil,1889541,357123,24263,35214
Post_1086,Instagram,#Music,Reel,Germany,4826724,359660,68209,1169
Post_1093,Instagram,#Dance,Post,Canada,3724442,459724,55807,9912
Post_1099,YouTube,#Viral,Live Stream,Germany,3781524,76341,10644,1692
Post_1102,TikTok,#Dance,Live Stream,USA,1304352,334062,84453,42589
Post_1104,TikTok,#Tech,Live Stream,Germany,2919564,36753,49519,6372
Post_1107,YouTube,#Gaming,Live Stream,Canada,3380651,451739,2827,2335
Post_1108,YouTube,#Education,Video,India,2592595,237876,33780,36343
Post_1109,Instagram,#Gaming,Post,Canada,4284095,435610,44348,35611
Post_1110,YouTube,#Tech,Video,Brazil,1562200,236997,84050,12958
Post_1114,YouTube,#Viral,Live Stream,India,660930,336481,11129,35123
Post_1115,TikTok,#Comedy,Live Stream,India,790471,245250,99730,49881
Post_1116,YouTube,#Comedy,Live Stream,Japan,4565789,300350,4163,15057
Post_1119,YouTube,#Viral,Live Stream,Australia,2754577,351227,85607,43219
Post_1120,Twitter,#Fitness,Video,Canada,3497840,366736,65404,28802
Post_1122,Twitter,#Fitness,Video,Canada,4161787,343575,2003,19921
Post_1123,YouTube,#Dance,Video,India,3873103,121317,4727,38875
Post_1125,YouTube,#Tech,Video,India,3722406,295942,27878,47869
Post_1126,YouTube,#Dance,Video,India,2975095,449386,33351,13313
Post_1129,Twitter,#Fitness,Video,USA,3283134,413608,67001,12600
Post_1131,Twitter,#Fashion,Video,Brazil,2189190,105704,95438,38438
Post_1132,Instagram,#Fitness,Live Stream,UK,2085067,227030,40851,2906
Post_1133,Instagram,#Viral,Live Stream,India,4121250,73511,93273,36056
Post_1135,Twitter,#Education,Video,Canada,697238,308437,36985,18584
Post_1136,TikTok,#Education,Live Stream,UK,492746,467395,66735,1125
Post_1138,Instagram,#Challenge,Reel,UK,4248915,261493,87021,28833
Post_1144,TikTok,#Gaming,Live Stream,Australia,497423,158956,68044,30123
Post_1146,YouTube,#Viral,Live Stream,Japan,1128302,228488,52037,25873
Post_1147,YouTube,#Education,Live Stream,USA,2677335,7372,39950,10623
Post_1153,Instagram,#Dance,Reel,Canada,2912775,178086,11014,25511
Post_1154,YouTube,#Music,Video,Brazil,962239,312622,27648,42018
Post_1157,Instagram,#Tech,Reel,Canada,4018134,476460,96568,48685
Post_1159,TikTok,#Education,Live Stream,Canada,136335,97707,63913,30021
Post_1160,Instagram,#Music,Live Stream,Germany,312301,376135,50291,40981
Post_1165,Instagram,#Fashion,Reel,Germany,2808211,93056,17427,27332
Post_1167,Twitter,#Comedy,Tweet,Canada,3737771,3185,21475,43289
Post_1168,YouTube,#Challenge,Video,USA,4446755,221164,44206,37039
Post_1171,Twitter,#Education,Video,USA,3980555,275061,89641,47571
Post_1172,TikTok,#Gaming,Video,Brazil,4198164,5801,27958,40130
Post_1174,TikTok,#Gaming,Video,Japan,2064157,356084,56738,25612
Post_1177,Instagram,#Fashion,Reel,Brazil,3599873,278305,77717,19512
Post_1180,Instagram,#Tech,Post,Germany,2836169,142049,19440,32540
Post_1184,Twitter,#Fitness,Video,India,1588694,85453,32995,47809
Post_1189,TikTok,#Comedy,Live Stream,Brazil,4103458,118601,51035,44941
Post_1190,TikTok,#Dance,Video,Australia,4149798,198160,72234,42191
Post_1191,Twitter,#Music,Video,Japan,3312891,292286,6952,23430
Post_1192,TikTok,#Music,Video,India,1154890,242791,31594,24465
Post_1193,YouTube,#Fitness,Video,Germany,2289467,55335,94333,43209
Post_1198,Twitter,#Gaming,Tweet,Japan,2165655,124165,5295,34518
Post_1200,YouTube,#Music,Video,Japan,505913,272303,96744,360
Post_1202,Instagram,#Fitness,Live Stream,UK,4184048,287717,88326,45451
Post_1206,YouTube,#Viral,Video,Australia,1538823,307662,59624,8124
Post_1207,Twitter,#Fitness,Video,USA,2595660,434540,40012,13478
Post_1211,Instagram,#Education,Reel,UK,2315963,306373,6915,33050
Post_1217,YouTube,#Comedy,Live Stream,Germany,4989820,166706,39793,15510
Post_1222,Instagram,#Education,Live Stream,Germany,1374292,468164,79559,11612
Post_1226,Instagram,#Tech,Reel,India,2904623,210629,93645,25652
Post_1232,Twitter,#Music,Tweet,USA,2616896,411249,93026,8004
Post_1233,Instagram,#Fitness,Reel,Canada,80333,106027,74544,43880
Post_1235,Twitter,#Tech,Tweet,Canada,803980,242545,76839,34020
Post_1240,TikTok,#Viral,Video,Australia,1476674,464620,19688,29990
Post_1247,Instagram,#Education,Post,Canada,3188483,368317,49091,21981
Post_1248,TikTok,#Comedy,Live Stream,USA,2801347,499380,60311,12282
Post_1249,TikTok,#Challenge,Live Stream,USA,2248578,93218,59577,14331
Post_1251,YouTube,#Challenge,Live Stream,Brazil,4251376,37945,3378,26696
Post_1257,TikTok,#Fitness,Live Stream,Canada,2288198,160224,63631,2779
Post_1264,Twitter,#Comedy,Video,USA,3356274,322024,4474,33051
Post_1266,TikTok,#Comedy,Video,Canada,1714956,137707,28180,47207
Post_1273,Instagram,#Music,Reel,Australia,1934060,55050,41483,39848
Post_1274,YouTube,#Comedy,Live Stream,UK,3328075,305353,8424,46784
Post_1276,YouTube,#Education,Video,Brazil,2637799,128740,47263,25381
Post_1278,Instagram,#Fashion,Post,India,136708,9741,60279,1977
Post_1279,TikTok,#Tech,Live Stream,Brazil,4820047,240695,76116,10533
Post_1280,YouTube,#Tech,Video,Canada,1417619,261333,28832,33631
Post_1284,YouTube,#Comedy,Live Stream,Australia,2440607,59389,15997,21735
Post_1285,YouTube,#Viral,Live Stream,Canada,1212383,134452,16512,26744
Post_1289,Instagram,#Gaming,Post,Brazil,946358,304294,25948,35055
Post_1290,Twitter,#Music,Video,Germany,4119667,242655,41085,3854
Post_1293,Instagram,#Dance,Post,Canada,3105914,310842,86059,25445
Post_1294,YouTube,#Fitness,Video,UK,2289887,411599,6923,34729
Post_1295,YouTube,#Education,Video,Japan,1213734,342720,58380,21282
Post_1296,YouTube,#Fitness,Video,Germany,264136,434933,9642,7876
Post_1298,Instagram,#Music,Live Stream,UK,643763,472554,57987,11509
Post_1304,Twitter,#Gaming,Tweet,UK,961783,142483,59165,21732
Post_1305,Instagram,#Challenge,Live Stream,UK,3171066,339557,4006,12554
Post_1306,YouTube,#Comedy,Live Stream,Canada,2389579,152619,48984,25191
Post_1312,TikTok,#Dance,Video,USA,2010391,142135,17115,37585
Post_1313,Twitter,#Music,Tweet,UK,1333519,33634,67008,19020
Post_1314,TikTok,#Challenge,Video,USA,2851867,407380,86927,39494
Post_1315,Instagram,#Education,Reel,Canada,330476,485696,2619,4585
Post_1318,Twitter,#Fitness,Video,Germany,2055018,318200,34749,4831
Post_1321,Instagram,#Fashion,Live Stream,India,739337,157550,81164,9915
Post_1324,Instagram,#Challenge,Post,Brazil,449348,35182,4716,18161
Post_1329,Instagram,#Viral,Reel,Canada,4223266,5635,13422,13879
Post_1330,Twitter,#Tech,Tweet,USA,837863,264887,35633,21578
Post_1331,Twitter,#Viral,Tweet,Germany,3425267,229865,43423,22490
Post_1333,TikTok,#Music,Video,UK,2454558,271958,31163,46231
Post_1334,Twitter,#Fitness,Video,Brazil,4328041,127158,91300,2263
Post_1335,TikTok,#Tech,Live Stream,Germany,4511744,254344,59222,41866
Post_1336,YouTube,#Fashion,Live Stream,Japan,4610463,425376,84697,14385
Post_1337,Instagram,#Education,Live Stream,Germany,2277825,468829,14948,24904
Post_1338,YouTube,#Music,Live Stream,Japan,3893120,140608,79169,3536
Post_1339,TikTok,#Gaming,Video,Canada,323133,316119,92969,275
Post_1341,Instagram,#Viral,Reel,Japan,2449412,260270,93639,48015
Post_1344,Instagram,#Fashion,Reel,Australia,2884482,205837,18884,34478
Post_1346,Twitter,#Challenge,Tweet,Canada,4467747,342278,65649,39380
Post_1349,YouTube,#Tech,Video,UK,4193386,430264,84216,12887
Post_1351,YouTube,#Dance,Live Stream,Germany,4920264,398327,3628,34070
Post_1352,TikTok,#Fitness,Live Stream,Australia,675163,272637,95308,27495
Post_1355,Instagram,#Comedy,Live Stream,India,4880933,424044,36411,15765
Post_1357,Instagram,#Viral,Live Stream,Germany,1591371,457773,5808,24319
Post_1361,YouTube,#Viral,Video,India,1449220,225649,39904,16363
Post_1363,TikTok,#Comedy,Video,Canada,1009899,476137,3228,47964
Post_1366,YouTube,#Gaming,Video,Canada,853053,422491,51824,41589
Post_1368,Twitter,#Fashion,Tweet,UK,2205622,171076,81828,23677
Post_1370,Twitter,#Tech,Video,Canada,4356359,427373,98628,27675
Post_1373,Instagram,#Comedy,Reel,India,2744810,30544,94790,20833
Post_1374,Twitter,#Fitness,Video,UK,4517381,232135,69688,1995
Post_1375,Twitter,#Fitness,Video,Canada,4496073,124732,19857,2918
Post_1376,Instagram,#Fashion,Live Stream,Germany,323411,56058,33031,39409
Post_1379,Instagram,#Education,Reel,India,3262393,454181,90442,5100
Post_1394,TikTok,#Gaming,Video,UK,3589440,232704,14507,29927
Post_1396,YouTube,#Education,Live Stream,Australia,4946463,445158,72002,36183
Post_1398,TikTok,#Dance,Live Stream,Brazil,924656,154970,2083,31448
Post_1400,Instagram,#Comedy,Live Stream,Australia,23823,40878,92816,32364
Post_1401,Twitter,#Tech,Video,Germany,3270361,115776,61334,8923
Post_1402,TikTok,#Fitness,Video,UK,534126,87051,54840,1455
Post_1403,TikTok,#Comedy,Video,Germany,4126231,268495,57440,8547
Post_1405,Instagram,#Music,Post,UK,1749951,204875,35997,12109
Post_1406,TikTok,#Comedy,Video,Japan,215435,384718,41860,11247
Post_1407,TikTok,#Dance,Live Stream,Japan,1166376,489633,74135,5827
Post_1408,Instagram,#Gaming,Post,UK,4096709,436110,99307,43672
Post_1413,YouTube,#Gaming,Live Stream,India,4596667,27747,18462,49929
Post_1417,Instagram,#Fitness,Live Stream,USA,1760362,304604,96372,32740
Post_1420,Instagram,#Viral,Post,India,1834220,276597,79599,22457
Post_1421,YouTube,#Fitness,Video,India,3627837,118275,97590,15628
Post_1430,Instagram,#Viral,Live Stream,UK,538315,258979,34138,31038
Post_1435,TikTok,#Music,Live Stream,India,494177,74495,51341,20363
Post_1437,Instagram,#Music,Live Stream,Japan,2243545,436598,7615,11674
Post_1438,Instagram,#Education,Reel,Canada,1786017,418903,61845,42763
Post_1439,TikTok,#Challenge,Video,Australia,2793453,52138,49038,10863
Post_1440,Twitter,#Viral,Tweet,USA,4561911,61464,87896,29370
Post_1446,TikTok,#Fitness,Live Stream,India,3654157,446765,960,10338
Post_1447,Twitter,#Dance,Video,USA,237146,366143,43936,27510
Post_1448,Twitter,#Challenge,Video,Brazil,4822497,93252,89723,22110
Post_1449,Instagram,#Comedy,Post,Japan,4059730,479772,15896,35015
Post_1452,Twitter,#Gaming,Video,Australia,536923,464158,44277,47080
Post_1456,Instagram,#Music,Post,Canada,3707557,238257,87810,32469
Post_1458,YouTube,#Fitness,Video,USA,1980686,27994,52403,25446
Post_1459,TikTok,#Fashion,Live Stream,UK,2133430,479806,15065,12873
Post_1460,TikTok,#Gaming,Video,Japan,3067711,211685,55025,91
Post_1461,TikTok,#Tech,Live Stream,India,2412395,496981,33360,46462
Post_1463,Twitter,#Education,Tweet,UK,1582056,494486,84288,37093
Post_1471,Twitter,#Tech,Video,Germany,4295904,96005,37813,34742
Post_1472,TikTok,#Education,Live Stream,India,1325071,32968,51401,6451
Post_1475,Instagram,#Challenge,Post,Germany,990310,94516,53191,6975
Post_1479,Instagram,#Comedy,Post,Brazil,4856239,463589,77615,15106
Post_1485,Instagram,#Comedy,Post,Germany,671118,362241,15395,711
Post_1488,Twitter,#Fitness,Tweet,India,4833726,226063,96093,28087
Post_1495,Instagram,#Challenge,Live Stream,Australia,4727831,399257,28383,10368
Post_1497,Instagram,#Challenge,Post,Germany,735519,381334,90166,35476
Post_1503,TikTok,#Education,Live Stream,Brazil,2768113,444617,75286,49358
Post_1505,Instagram,#Gaming,Reel,USA,4631785,399114,43028,19189
Post_1509,YouTube,#Fitness,Live Stream,UK,3822229,385332,48139,6985
Post_1510,Twitter,#Fitness,Tweet,Australia,4253475,394052,7337,4553
Post_1512,Twitter,#Music,Tweet,Japan,4577129,120208,84673,8875
Post_1513,YouTube,#Comedy,Video,UK,1194963,103244,46147,35429
Post_1514,Instagram,#Gaming,Post,Canada,18259,325660,50504,27761
Post_1516,YouTube,#Tech,Live Stream,USA,2624457,270811,8063,43610
Post_1517,YouTube,#Gaming,Video,UK,3810909,73215,60036,6135
Post_1522,Instagram,#Challenge,Live Stream,USA,807398,175697,86610,31176
Post_1528,YouTube,#Challenge,Video,UK,4138006,417828,36755,20440
Post_1530,Twitter,#Viral,Video,Brazil,4066022,295418,61929,8393
Post_1531,YouTube,#Music,Live Stream,Brazil,2007848,280952,42850,13703
Post_1532,TikTok,#Fitness,Live Stream,Brazil,4321729,395257,25222,9123
Post_1533,YouTube,#Dance,Live Stream,USA,111610,3213,71922,12065
Post_1537,Instagram,#Gaming,Reel,USA,991012,355863,94626,26180
Post_1538,YouTube,#Challenge,Video,Canada,20509,237516,66323,41897
Post_1540,Instagram,#Fitness,Reel,USA,1913736,54523,2152,11464
Post_1541,Instagram,#Comedy,Live Stream,Japan,4323,301571,81786,30318
Post_1544,YouTube,#Challenge,Live Stream,Australia,4574924,197709,97880,18735
Post_1552,Twitter,#Tech,Video,Germany,1188499,97329,81880,35799
Post_1553,YouTube,#Fitness,Live Stream,Japan,1797416,432818,87238,33875
Post_1554,YouTube,#Gaming,Video,India,4334449,298421,27429,47285
Post_1558,TikTok,#Gaming,Video,Japan,2497597,321619,36084,47880
Post_1561,Twitter,#Comedy,Tweet,UK,1622856,192496,43325,17806
Post_1562,Twitter,#Gaming,Tweet,India,1301521,96995,8034,37607
Post_1564,Instagram,#Tech,Reel,UK,3642505,472553,83616,25351
Post_1567,Instagram,#Challenge,Reel,Australia,797275,354616,31544,29280
Post_1568,Instagram,#Tech,Reel,Canada,1146819,153532,13633,27160
Post_1570,TikTok,#Dance,Live Stream,Australia,243941,453454,4373,23761
Post_1572,Instagram,#Fitness,Reel,India,4956932,128560,68871,43838
Post_1573,Twitter,#Tech,Tweet,India,2131247,184490,46526,35734
Post_1576,TikTok,#Fashion,Video,Australia,3587576,363800,86707,9705
Post_1580,Twitter,#Challenge,Video,UK,720247,6093,2414,30680
Post_1581,YouTube,#Dance,Video,Japan,841094,337567,10161,19041
Post_1587,YouTube,#Education,Live Stream,Japan,4025654,427509,7469,31997
Post_1588,Instagram,#Viral,Live Stream,Japan,3830274,264013,37812,25236
Post_1589,Instagram,#Fitness,Post,Japan,4277170,471076,43675,21460
Post_1590,Instagram,#Music,Reel,Australia,1586403,28598,85817,46074
Post_1595,Instagram,#Music,Post,UK,2150898,109954,6366,25896
Post_1603,YouTube,#Tech,Live Stream,Canada,2695917,354316,26738,3079
Post_1608,Instagram,#Fitness,Reel,Australia,3418348,292153,51497,30601
Post_1609,Instagram,#Fitness,Post,Brazil,1057426,357002,30426,49349
Post_1610,Instagram,#Dance,Live Stream,Canada,685984,84562,38364,24145
Post_1612,Instagram,#Education,Live Stream,Brazil,2341476,187857,88914,17369
Post_1615,Instagram,#Viral,Post,Germany,155818,50777,5658,26194
Post_1619,TikTok,#Fitness,Video,Japan,1247095,384412,9221,18983
Post_1621,Twitter,#Fitness,Tweet,USA,857952,53166,31496,36051
Post_1622,Twitter,#Tech,Video,Canada,2209389,482782,60115,41459
Post_1623,Twitter,#Fashion,Tweet,Brazil,4955538,432781,10972,2387
Post_1627,Twitter,#Education,Tweet,Canada,4582495,64321,94120,12939
Post_1633,YouTube,#Dance,Live Stream,India,4646660,449894,57521,37427
Post_1635,TikTok,#Challenge,Video,Australia,1888760,461087,43011,22628
Post_1636,YouTube,#Gaming,Video,Japan,261709,433301,20171,13866
Post_1637,Twitter,#Challenge,Tweet,India,2812314,74309,1044,11855
Post_1639,Twitter,#Tech,Tweet,Canada,731918,405408,33684,24680
Post_1642,TikTok,#Viral,Video,Germany,2734409,357486,35102,40977
Post_1644,TikTok,#Music,Video,India,4855797,70587,33841,28587
Post_1646,Instagram,#Fashion,Post,Australia,2149093,4283,97823,25162
Post_1652,TikTok,#Viral,Video,USA,3680526,81081,6559,17831
Post_1653,TikTok,#Music,Video,Canada,3917058,443581,74974,25488
Post_1659,TikTok,#Education,Live Stream,USA,4836204,290221,34793,15068
Post_1662,YouTube,#Comedy,Live Stream,Canada,416498,230768,35649,8638
Post_1663,TikTok,#Music,Live Stream,India,1596995,92047,65455,20030
Post_1665,YouTube,#Comedy,Live Stream,USA,3397373,17460,39861,45560
Post_1669,Twitter,#Tech,Tweet,Japan,2291471,412417,47074,31750
Post_1672,Instagram,#Challenge,Live Stream,Germany,3925001,142073,88617,35526
Post_1676,Instagram,#Education,Reel,Brazil,4975345,155558,52987,25353
Post_1677,Instagram,#Fitness,Post,Brazil,3675490,253771,62578,7498
Post_1683,Twitter,#Fashion,Video,USA,526876,184751,83234,31673
Post_1684,Twitter,#Gaming,Video,India,4817464,309479,60716,22878
Post_1686,TikTok,#Music,Video,India,2417845,324783,8835,5058
Post_1687,TikTok,#Dance,Live Stream,Australia,2279763,12478,72990,25143
Post_1689,TikTok,#Viral,Live Stream,USA,1190006,239797,12358,35109
Post_1690,Instagram,#Music,Reel,USA,3237142,326165,92290,9091
Post_1699,YouTube,#Fitness,Video,USA,1777184,64483,44743,32481
Post_1702,TikTok,#Challenge,Live Stream,India,4348314,230560,3067,48962
Post_1705,Instagram,#Viral,Live Stream,Germany,3470216,158438,3224,37495
Post_1706,YouTube,#Music,Video,USA,2546025,61904,25135,39292
Post_1712,Instagram,#Education,Live Stream,Canada,4431420,316236,20710,28465
Post_1713,TikTok,#Fashion,Live Stream,UK,1290722,166513,58572,11367
Post_1714,Twitter,#Challenge,Video,USA,3228275,113917,75531,36656
Post_1716,Instagram,#Challenge,Live Stream,Canada,4986208,327244,16672,27570
Post_1717,Twitter,#Gaming,Video,India,3600830,286882,82806,18415
Post_1720,Twitter,#Viral,Video,India,4481057,435510,25727,7182
Post_1724,Twitter,#Dance,Video,Brazil,4301015,146849,20372,37300
Post_1726,Instagram,#Music,Reel,Germany,141212,41508,96422,16803
Post_1730,YouTube,#Dance,Live Stream,Canada,2075584,162238,444,11401
Post_1731,Twitter,#Education,Tweet,UK,3172236,294917,58118,23149
Post_1739,YouTube,#Gaming,Live Stream,Australia,51815,14220,88469,23486
Post_1740,YouTube,#Fashion,Video,USA,4817560,335811,91403,46079
Post_1742,TikTok,#Viral,Video,USA,4921272,345751,48526,28348
Post_1743,TikTok,#Dance,Video,Brazil,4098173,91022,62312,33968
Post_1748,Twitter,#Gaming,Video,Japan,4143188,47437,53378,21394
Post_1749,YouTube,#Tech,Live Stream,Germany,502571,222460,43807,47455
Post_1750,YouTube,#Fashion,Live Stream,Germany,3301819,219535,69694,1274
Post_1751,TikTok,#Challenge,Live Stream,UK,153188,185171,99287,27548
Post_1752,Twitter,#Tech,Video,Canada,4070958,301070,66175,32605
Post_1756,YouTube,#Fitness,Live Stream,USA,3150317,265173,11352,30489
Post_1760,Twitter,#Comedy,Tweet,India,3683380,60476,10992,43278
Post_1762,YouTube,#Fitness,Live Stream,UK,2328409,278174,1846,648
Post_1763,YouTube,#Comedy,Video,Canada,2790322,179192,68128,12943
Post_1764,YouTube,#Viral,Video,UK,2322882,29085,62256,39359
Post_1766,Instagram,#Challenge,Live Stream,Germany,1876071,259700,34498,9001
Post_1774,Twitter,#Viral,Tweet,Germany,2397678,418390,10658,16153
Post_1776,Instagram,#Gaming,Reel,Germany,898361,447804,83016,38408
Post_1778,Instagram,#Fashion,Post,Canada,194757,207872,13510,3589
Post_1781,Twitter,#Comedy,Video,USA,286519,493538,16285,39834
Post_1783,TikTok,#Tech,Live Stream,Canada,2478731,10393,40195,18394
Post_1784,TikTok,#Fashion,Video,UK,998802,15176,95015,47750
Post_1785,Twitter,#Music,Tweet,Japan,1019654,113693,84132,39202
Post_1787,Instagram,#Viral,Reel,India,2763725,53379,35169,6483
Post_1789,Instagram,#Challenge,Reel,India,3429630,163927,73040,10283
Post_1791,Instagram,#Fitness,Reel,USA,168561,82166,65838,18714
Post_1796,TikTok,#Comedy,Video,Australia,3929151,111838,69221,43570
Post_1798,Instagram,#Gaming,Live Stream,Japan,1144375,451097,98397,2912
Post_1801,YouTube,#Education,Live Stream,Canada,2152110,456511,79661,1371
Post_1804,Instagram,#Viral,Reel,India,3814814,395537,75050,32906
Post_1805,YouTube,#Challenge,Live Stream,Australia,4687019,208163,10461,25665
Post_1808,Instagram,#Education,Post,Japan,337040,430802,63240,5638
Post_1812,Twitter,#Gaming,Video,Germany,1112312,363750,80345,19382
Post_1813,Instagram,#Comedy,Post,UK,1201764,142790,37404,42934
Post_1814,YouTube,#Fashion,Video,Germany,2410258,276044,18080,4973
Post_1818,Instagram,#Music,Live Stream,Australia,4638513,226807,91716,9225
Post_1822,Instagram,#Fitness,Post,UK,3927149,204604,48798,45548
Post_1826,Twitter,#Education,Video,Japan,1396001,435655,66081,15038
Post_1827,Instagram,#Fitness,Post,Japan,1598314,404896,69137,28060
Post_1829,YouTube,#Education,Live Stream,Germany,1375599,297534,38448,25016
Post_1830,TikTok,#Viral,Live Stream,Canada,3362238,278723,94008,22654
Post_1838,YouTube,#Viral,Video,Canada,332886,473224,57891,14749
Post_1839,Twitter,#Challenge,Tweet,Brazil,902229,166118,61721,35192
Post_1840,YouTube,#Fashion,Live Stream,USA,3959547,305095,29410,45864
Post_1842,Instagram,#Music,Reel,India,4997766,113205,99750,26950
Post_1843,Instagram,#Dance,Live Stream,Canada,1715056,386316,69991,15257
Post_1847,YouTube,#Comedy,Video,Australia,4902986,245503,93608,25637
Post_1850,YouTube,#Music,Live Stream,USA,2416511,341242,35906,11227
Post_1851,Twitter,#Education,Video,Australia,4273529,165479,71931,29512
Post_1854,YouTube,#Challenge,Video,Japan,386796,176552,26504,6005
Post_1859,Instagram,#Dance,Live Stream,Brazil,3358828,121374,48219,25068
Post_1861,Instagram,#Fitness,Live Stream,Canada,4515285,443710,6736,11422
Post_1863,Instagram,#Viral,Reel,Australia,2206289,230130,40936,3040
Post_1865,TikTok,#Fashion,Live Stream,Brazil,313920,52827,794,37816
Post_1866,TikTok,#Comedy,Video,Germany,475699,432611,71088,24498
Post_1870,YouTube,#Gaming,Video,Germany,489667,464385,79535,37291
Post_1873,YouTube,#Dance,Live Stream,Australia,4571766,372276,47001,9417
Post_1876,Instagram,#Music,Post,Canada,4914449,262719,19486,33696
Post_1885,YouTube,#Tech,Video,USA,1995022,332925,75328,31499
Post_1886,Instagram,#Challenge,Reel,Canada,849631,341563,84777,14097
Post_1892,TikTok,#Tech,Video,Germany,3900994,126234,4800,42985
Post_1893,Instagram,#Gaming,Live Stream,Brazil,503394,495368,92691,9122
Post_1897,Twitter,#Comedy,Tweet,India,4507100,363826,62646,25854
Post_1901,Twitter,#Viral,Video,Germany,612367,377940,84389,2074
Post_1904,Instagram,#Tech,Post,Japan,661248,168503,49139,22125
Post_1907,TikTok,#Music,Live Stream,Germany,2622948,17240,46438,7967
Post_1908,TikTok,#Challenge,Live Stream,Brazil,4555505,186489,89591,19511
Post_1911,YouTube,#Challenge,Video,Germany,4846462,47915,71386,38987
Post_1912,TikTok,#Music,Live Stream,USA,3868115,16509,41258,35367
Post_1913,TikTok,#Education,Video,Germany,2436327,155784,70534,8101
Post_1917,YouTube,#Music,Live Stream,Canada,29816,396506,411,41454
Post_1919,Instagram,#Viral,Reel,Germany,3332344,128008,89553,23522
Post_1926,YouTube,#Dance,Video,Canada,1104642,327242,19938,3621
Post_1928,TikTok,#Gaming,Video,UK,4865554,129992,3291,27656
Post_1941,Instagram,#Music,Live Stream,India,4781276,315498,49235,27630
Post_1950,Twitter,#Fitness,Tweet,India,738822,341078,21459,47079
Post_1952,YouTube,#Fashion,Video,UK,4334346,248087,33934,22770
Post_1953,Twitter,#Fitness,Tweet,USA,1313145,14056,80213,27953
Post_1957,TikTok,#Tech,Video,India,725159,20810,3697,38133
Post_1960,YouTube,#Music,Video,Japan,1038493,116281,38535,34834
Post_1963,Instagram,#Comedy,Reel,Canada,191209,33804,49670,39284
Post_1965,YouTube,#Music,Video,India,1037395,385043,49209,9326
Post_1967,YouTube,#Gaming,Live Stream,UK,4210453,389783,60019,13375
Post_1968,Instagram,#Tech,Reel,Germany,1899136,434017,45642,47397
Post_1969,Twitter,#Viral,Tweet,India,2806355,19767,37594,1410
Post_1970,YouTube,#Dance,Video,Germany,3274297,184354,81187,44492
Post_1973,Twitter,#Tech,Video,Germany,1940236,125022,92019,17019
Post_1974,Instagram,#Dance,Live Stream,Canada,73305,71221,51250,7922
Post_1977,Instagram,#Education,Reel,Germany,3727268,498148,22306,37966
Post_1978,YouTube,#Music,Live Stream,Brazil,3952848,256180,92132,40687
Post_1980,Instagram,#Dance,Live Stream,UK,4385009,261366,12234,22595
Post_1983,Instagram,#Education,Post,USA,3919221,497249,2694,27576
Post_1985,YouTube,#Viral,Video,Canada,3024824,125212,51333,10618
Post_1990,Instagram,#Education,Reel,Australia,3076229,447588,97652,34103
Post_1993,Instagram,#Dance,Live Stream,USA,746440,448758,50483,27487
Post_2001,YouTube,#Tech,Live Stream,Japan,4122674,52898,32678,40984
Post_2002,TikTok,#Music,Video,Germany,246466,47839,94745,23517
Post_2004,YouTube,#Music,Live Stream,Australia,4948739,162748,87359,32111
Post_2006,Instagram,#Education,Reel,Australia,402877,176794,55741,16724
Post_2008,Instagram,#Fitness,Reel,USA,4857009,234614,71215,2428
Post_2009,YouTube,#Comedy,Video,Canada,4995038,103192,31089,17817
Post_2010,YouTube,#Viral,Live Stream,UK,1308252,499175,87675,3016
Post_2017,Twitter,#Comedy,Video,Japan,3194300,364905,10897,45148
Post_2024,Twitter,#Viral,Tweet,Canada,1457624,103808,88926,25099
Post_2031,Instagram,#Music,Reel,Japan,412999,290694,82634,19326
Post_2034,Instagram,#Viral,Reel,Australia,2015897,214072,93955,9393
Post_2035,YouTube,#Music,Live Stream,UK,4924870,372739,52629,10488
Post_2039,Instagram,#Music,Post,Brazil,2739421,200623,11202,32797
Post_2040,TikTok,#Gaming,Live Stream,India,633729,102671,36502,33365
Post_2041,YouTube,#Tech,Video,Australia,4170429,240453,43182,37669
Post_2042,Instagram,#Challenge,Reel,Australia,453984,374672,81490,46887
Post_2046,Twitter,#Viral,Video,Japan,3084134,38065,98106,1036
Post_2047,Instagram,#Music,Live Stream,Australia,1973499,230125,44232,36873
Post_2051,YouTube,#Dance,Video,Canada,2340942,475216,13357,29605
Post_2052,TikTok,#Music,Video,UK,4694412,189246,98613,14536
Post_2054,Instagram,#Challenge,Reel,India,2889449,114404,51912,46965
Post_2055,Instagram,#Fashion,Reel,Japan,2524434,362737,16212,26880
Post_2056,Instagram,#Comedy,Post,Germany,2347498,130260,17988,37680
Post_2058,Twitter,#Comedy,Tweet,Canada,1376200,440777,20099,875
Post_2063,TikTok,#Comedy,Video,USA,2395144,9089,25973,2929
Post_2064,YouTube,#Viral,Video,USA,4223193,176020,88836,18233
Post_2065,YouTube,#Education,Live Stream,USA,2990937,437335,28808,37570
Post_2069,TikTok,#Viral,Video,Japan,2547428,444557,87696,16993
Post_2070,Instagram,#Tech,Reel,Germany,3658771,290514,58998,36045
Post_2071,TikTok,#Comedy,Video,UK,2251120,333971,79937,1186
Post_2072,YouTube,#Education,Live Stream,Canada,3638549,57913,23342,2629
Post_2074,TikTok,#Education,Video,Japan,4139460,150081,25585,34528
